249.63,0.016883,0.85205,0.046201,0.79812,-0.26612
309.63,-0.015846,0.93634,0.11954,0.77373,-0.23528
369.65,-0.010478,0.9167,0.072044,0.78613,-0.2373
429.65,0.0041369,0.93925,0.0022819,0.80701,-0.2204
489.65,-0.012085,0.98147,-0.16925,0.77493,-0.21747
549.65,-0.014887,0.98316,-0.13971,0.77879,-0.2295
609.66,0.0073322,0.98793,-0.15295,0.77388,-0.29942
669.67,0.0034696,0.97914,-0.049323,0.79937,-0.23302
729.67,-0.033191,0.98129,0.016169,0.78231,-0.16908
789.67,-0.031299,0.97774,0.013324,0.78969,-0.18367
849.67,0.011887,0.98294,-0.0041569,0.8151,-0.23843
909.67,0.017344,0.99999,-0.003265,0.81624,-0.23834
969.69,0.0038212,0.97612,-0.019394,0.79842,-0.23919
1029.7,-0.0057364,0.95494,-0.12065,0.77851,-0.23292
1089.7,0.0071663,0.95803,-0.05207,0.80127,-0.20353
1149.7,-0.011405,0.99999,-0.039141,0.80891,-0.15982
1209.7,-0.011405,0.99999,-0.039141,0.80891,-0.15982
1269.7,-0.011405,0.99999,-0.039141,0.80891,-0.15982
1329.7,-0.011405,0.99999,-0.039102,0.8081,-0.15967
1389.7,-0.011405,0.99999,-0.03918,0.80971,-0.15998
1449.7,-0.0087086,0.99288,0.054408,0.79518,-0.22863
1509.7,0.0076469,0.9348,0.022923,0.78239,-0.26866
1569.7,-0.0064696,0.97171,0.00039388,0.80661,-0.17585
1629.7,-0.005827,0.97223,-0.021439,0.79122,-0.25301
1689.7,-0.0012696,1,0.013047,0.79912,-0.23811
1749.7,-0.0011367,0.98636,0.010013,0.79861,-0.23836
1809.7,0.002901,0.96109,-0.028249,0.78611,-0.27358
1869.7,0.066418,0.99998,-0.081543,0.82195,-0.3327
1929.7,0.042174,0.97322,0.029486,0.82128,-0.25577
